name,sex,year_min,year_max,n_sum,year_pop
Shamar,F,1969,2006,249,1983
Sharica,F,1973,1996,249,1980
Stephie,F,1913,2005,249,1918
Sultana,F,1948,2022,249,1986
Texanna,F,1881,1991,249,1941
Tomesha,F,1974,2002,249,1976
Verania,F,1999,2007,249,2000
Zairah,F,2002,2022,249,2014
Aariona,F,1994,2018,248,2007
Adriauna,F,1991,2016,248,2003
Ahnika,F,1997,2022,248,2008
Aki,F,1972,2022,248,2003
Analeigha,F,2008,2022,248,2021
Azora,F,2006,2022,248,2022
Bryannah,F,1995,2014,248,2003
Cadi,F,1972,2020,248,1992
Carloyn,F,1940,1984,248,1970
Chauna,F,1959,1993,248,1977
Erdine,F,1903,1942,248,1922
Essynce,F,1997,2022,248,2003
Fenix,F,2001,2022,248,2017
Glendia,F,1939,1968,248,1951
Harue,F,1913,1934,248,1919
Jamisyn,F,2001,2021,248,2016
Jesly,F,1995,2022,248,2007
Jetty,F,1917,1965,248,1940
Karlea,F,1986,2016,248,1994
Kasiah,F,1992,2022,248,2006
Kattleya,F,2012,2022,248,2021
Kelaiah,F,1991,2022,248,2015
Kharis,F,1992,2022,248,2019
Kjerstin,F,1970,2018,248,1991
Liany,F,1991,2022,248,2016
Marquel,F,1968,2010,248,1995
Mersades,F,1990,2012,248,1994
Moksha,F,2005,2022,248,2012
Paddy,F,1928,1959,248,1934
Rheana,F,1978,2008,248,2002
Salam,F,1988,2021,248,1993
Sanita,F,1957,1998,248,1981
Shawnell,F,1968,1994,248,1978
Terrionna,F,1994,2017,248,2008
Tonica,F,1969,1991,248,1976
Valisha,F,1965,2000,248,1990
Veleta,F,1913,1976,248,1957
Aasiya,F,1986,2022,247,2021
Amamda,F,1974,1996,247,1985
Brecklynn,F,2005,2022,247,2018
Christyana,F,1992,2020,247,2006
Ciearra,F,1985,2009,247,1997
Daijha,F,1994,2013,247,1997
Delcia,F,1905,1972,247,1928
Dezi,F,1998,2022,247,2012
Eliabeth,F,1960,1994,247,1984
Elmo,F,1906,1937,247,1916
Jennier,F,1968,1993,247,1985
Jocee,F,1994,2022,247,2010
Joniyah,F,2000,2022,247,2008
Juanetta,F,1930,1984,247,1966
Kenlyn,F,1937,2022,247,2017
Klarisa,F,1984,2016,247,1994
Ludell,F,1909,1959,247,1924
Madine,F,1914,1964,247,1927
Marieli,F,1992,2022,247,2007
Miette,F,1996,2019,247,2008
Milayna,F,2001,2022,247,2019
Nelsy,F,1984,2022,247,2001
Nikya,F,1976,2011,247,2002
Nishi,F,1983,2019,247,2008
Quinlynn,F,2003,2022,247,2014
Rilie,F,1994,2020,247,2004
Rockelle,F,1968,2018,247,1988
Semone,F,1960,2002,247,1990
Shadi,F,1975,2015,247,1995
Simrah,F,2004,2021,247,2010
Swayzie,F,2010,2022,247,2017
Symphany,F,1993,2022,247,2011
Tarissa,F,1974,2007,247,1992
Abbegail,F,1980,2012,246,2001
Alashia,F,1990,2016,246,2004
Amberlie,F,1978,2021,246,1993
Avianah,F,2007,2022,246,2016
Braelin,F,1997,2022,246,2008
Brihana,F,1993,2022,246,2009
Caylan,F,1983,2017,246,1995
Dayona,F,1988,2013,246,2007
Draven,F,1994,2022,246,2004
Emanuella,F,1913,2022,246,2011
Faduma,F,1998,2021,246,2016
Jamonica,F,1978,2007,246,1999
Jatoria,F,1988,2014,246,2005
Jeily,F,2002,2022,246,2011
Jennavecia,F,2008,2016,246,2008
Laporcha,F,1978,1998,246,1989
Layani,F,2009,2022,246,2022
Leiann,F,1956,2022,246,1987
Lyniah,F,2001,2021,246,2009
Manaia,F,2000,2022,246,2015
Mckaila,F,1993,2017,246,1998
Mckensey,F,1988,2013,246,1995
Neeva,F,2006,2022,246,2018
Oasis,F,1995,2022,246,2022
Pegge,F,1919,1962,246,1951
Raedyn,F,2002,2022,246,2016
Raynie,F,1983,2022,246,2011
Rmani,F,1997,2022,246,2011
Samyrah,F,2003,2022,246,2010
Shallon,F,1976,2002,246,1977
Shaquira,F,1984,2006,246,1994
Sharmayne,F,1952,2004,246,1993
Sharonica,F,1974,2001,246,1982
Tabita,F,1962,2018,246,1977
Tykeisha,F,1973,2004,246,1993
Adana,F,1954,2022,245,2021
Adrianah,F,1997,2019,245,2008
Agueda,F,1911,2022,245,1980
Anayely,F,1991,2021,245,2001
Aylinn,F,2000,2022,245,2021
Banks,F,2018,2022,245,2022
Bellamie,F,2007,2022,245,2021
Briell,F,1993,2022,245,2012
Brixton,F,2009,2022,245,2021
Casee,F,1974,2009,245,1989
Daziyah,F,2003,2022,245,2013
Dura,F,1892,1942,245,1918
Emeree,F,2007,2022,245,2018
Eppie,F,1886,1970,245,1922
Fianna,F,2000,2022,245,2015
Glendola,F,1913,1940,245,1921
Himani,F,1997,2022,245,2006
Honest,F,2006,2022,245,2022
Karrisa,F,1977,2007,245,1990
Keliyah,F,2001,2022,245,2011
Kla,F,1983,2019,245,2000
Mariaeduarda,F,2002,2022,245,2006
Marnell,F,1919,1979,245,1952
Mersadie,F,1989,2013,245,2002
Miciah,F,1991,2019,245,2006
Mikyah,F,2000,2022,245,2007
Mirranda,F,1978,2006,245,1995
Mkenzie,F,1992,2022,245,2008
Nandita,F,1976,2022,245,2004
Ramla,F,1998,2022,245,2015
Remmington,F,2007,2022,245,2017
Sakeenah,F,1976,2022,245,1979
Shamecca,F,1975,2001,245,1981
Teriana,F,1993,2018,245,2005
Yenny,F,1980,2022,245,2001
Aamna,F,1994,2021,244,2003
Adalae,F,2007,2022,244,2015
Addalee,F,2007,2022,244,2012
Aika,F,1990,2022,244,2008
Arasely,F,1967,2010,244,2006
Blu,F,2000,2022,244,2022
Collyn,F,1975,2022,244,2013
Darionna,F,1993,2019,244,2011
Durinda,F,1944,1975,244,1953
Ernesta,F,1915,1981,244,1918
Ghazal,F,1988,2022,244,2022
Greysen,F,2001,2022,244,2012
Iyanla,F,1998,2014,244,2001
Johni,F,1947,2013,244,1993
Josefita,F,1888,1947,244,1900
Josphine,F,1909,2005,244,1918
Jyllian,F,1981,2012,244,2001
Kao,F,1980,2000,244,1991
Kiearra,F,1987,2011,244,1995
Kitt,F,1945,2022,244,2022
Kristinia,F,1957,1992,244,1978
Krystalynn,F,1983,2018,244,1988
Lorrin,F,1972,2005,244,1993
Neenah,F,1949,2020,244,2009
Ori,F,1980,2022,244,2022
Quorra,F,2011,2022,244,2012
Rosali,F,1983,2022,244,2021
Saumya,F,1997,2019,244,2006
Shailene,F,1991,2022,244,2014
Shonnie,F,1944,1993,244,1972
Zareen,F,1979,2022,244,2016
Zayana,F,2001,2022,244,2015
Addilee,F,2007,2022,243,2014
Amazing,F,2003,2022,243,2019
Arlethia,F,1914,1987,243,1924
Asanti,F,1997,2022,243,2002
Asees,F,2007,2022,243,2021
Christol,F,1958,1994,243,1979
Cotina,F,1972,1980,243,1972
Daleen,F,1942,2019,243,1950
Debbe,F,1945,1971,243,1958
Delmi,F,1983,2022,243,2007
Deolinda,F,1912,1971,243,1923
Dinesha,F,1977,2001,243,1994
Erinne,F,1970,2007,243,1989
Geneive,F,1913,1962,243,1926
Jaylenne,F,1997,2022,243,2014
Jeyla,F,2001,2022,243,2013
Johnni,F,1960,2022,243,2019
Joscelin,F,1994,2014,243,2006
Mystie,F,1965,2000,243,1981
Nadalie,F,1987,2021,243,2006
Nasiah,F,1999,2022,243,2010
Nohealani,F,1980,2022,243,2022
Nyeli,F,2001,2022,243,2022
Oreoluwa,F,1999,2022,243,2017
Perle,F,1886,1935,243,1922
Shateria,F,1984,2005,243,1992
Storey,F,1987,2022,243,2017
Sylvi,F,2006,2022,243,2022
Vinia,F,1882,1962,243,1920
Yareth,F,1998,2019,243,2005
Yukie,F,1913,1976,243,1922
Yumiko,F,1969,2022,243,1977
Aigner,F,1984,2003,242,1992
Alphia,F,1899,1968,242,1923
Alycea,F,1989,2013,242,2002
Ameira,F,2000,2022,242,2022
Aneya,F,1997,2021,242,2007
Anjelique,F,1987,2013,242,1996
Ayaat,F,2002,2022,242,2020
Bisma,F,1992,2020,242,2001
Bryer,F,2006,2022,242,2020
Chandelle,F,1968,2002,242,1991
Chandi,F,1967,2004,242,1981
Dailey,F,1994,2021,242,2020
Daylyn,F,1982,2021,242,2010
Devita,F,1955,2003,242,1968
Dezzie,F,1882,1942,242,1918
Ellorie,F,2007,2022,242,2021
Emmett,F,1917,2022,242,2022
Gabi,F,1969,2022,242,2003
Glennys,F,1914,1964,242,1933
Ilea,F,1980,2016,242,1980
Jacci,F,1948,2000,242,1957
Jacques,F,1962,2001,242,1988
Jaiyah,F,2001,2022,242,2021
Kade,F,1987,2022,242,2015
Kalan,F,1982,2021,242,1993
Kateria,F,1978,2006,242,1999
Kely,F,1967,2019,242,2008
Kenslei,F,2008,2022,242,2020
Kevia,F,1965,2019,242,1990
Ludmilla,F,1907,2005,242,1922
Maevyn,F,2013,2022,242,2022
Mahsa,F,1983,2022,242,2022
Marabelle,F,1912,2022,242,2020
Mavery,F,2009,2022,242,2021
Mekhia,F,1998,2017,242,2004
Milayah,F,2007,2022,242,2020
Mychael,F,1982,2020,242,2003
Nardos,F,1996,2022,242,2014
Neriyah,F,2004,2022,242,2022
Orlando,F,1960,1996,242,1985
Porschia,F,1980,2000,242,1991
Safira,F,1984,2022,242,2022
Shaden,F,1991,2022,242,2008
Sibel,F,1966,2022,242,1988
Sofiah,F,2004,2021,242,2013
Summerlyn,F,1995,2022,242,2007
Taletha,F,1967,1994,242,1980
Taneika,F,1973,1996,242,1982
Tenleigh,F,2003,2022,242,2011
Thena,F,1905,2022,242,2022
Valaree,F,1920,2013,242,1984
Verdelle,F,1916,1956,242,1943
Xuan,F,1977,2019,242,1987
Adelai,F,2003,2022,241,2013
Aloura,F,1990,2022,241,2022
Amrutha,F,1999,2022,241,2013
Analysia,F,1991,2022,241,2006
Ashlynd,F,1990,2015,241,2004
Bellami,F,2011,2022,241,2021
Candus,F,1944,1991,241,1953
Cay,F,1939,1966,241,1955
Celes,F,1965,2022,241,2017
Channah,F,1975,2022,241,2017
Chasey,F,1988,2013,241,2000
Clothilde,F,1888,1946,241,1925
Dayshia,F,1987,2011,241,1998
Deztiny,F,1995,2016,241,2001
Dylana,F,1973,2015,241,1999
Emmakate,F,2003,2022,241,2012
Ertha,F,1914,1968,241,1929
Eudell,F,1911,1945,241,1923
Evaleigh,F,2007,2022,241,2017
Eyla,F,2008,2022,241,2021
Gage,F,1991,2019,241,2005
Hikari,F,1993,2022,241,2021
Jamylah,F,1999,2022,241,2020
Jazzman,F,1984,2013,241,1996
Kadisha,F,1976,2017,241,1994
Kalyse,F,2001,2022,241,2007
Kani,F,1996,2022,241,2022
Lakya,F,1980,2018,241,2007
Lether,F,1897,1949,241,1924
Levette,F,1951,1987,241,1971
Luane,F,1928,1964,241,1953
Marrietta,F,1912,1989,241,1947
Nanna,F,1882,1994,241,1925
Neeka,F,1931,2020,241,2002
Nyari,F,2005,2022,241,2022
Paisyn,F,2010,2022,241,2014
Reeya,F,1998,2022,241,2016
Rumaisa,F,2000,2022,241,2022
Saarah,F,1991,2021,241,2016
Sagal,F,1994,2022,241,2011
Shajuana,F,1970,1999,241,1977
Shalandra,F,1972,1996,241,1980
Shanara,F,1975,2004,241,1996
Shukri,F,1999,2022,241,2008
Sonoma,F,1979,2022,241,2015
Talasia,F,1996,2020,241,2009
Thamara,F,1973,2021,241,2003
Willodene,F,1918,1942,241,1928
Addisynn,F,2006,2022,240,2020
Aleese,F,1985,2016,240,2012
Anastasha,F,1983,2015,240,1987
Aneth,F,1999,2020,240,2004
Annet,F,1954,2020,240,2004
Arretta,F,1912,1966,240,1915
Aryianna,F,2001,2021,240,2015
Bonnell,F,1912,1955,240,1922
Briyah,F,1996,2022,240,2013
Calisha,F,1975,2006,240,1982
Christyne,F,1934,2001,240,1990
Cledith,F,1913,1946,240,1915
Dameka,F,1974,2002,240,1977
Dimitria,F,1957,2006,240,1994
Eleftheria,F,1974,2022,240,1976
England,F,1987,2022,240,2016
Genever,F,1900,1944,240,1924
Ingris,F,1976,2015,240,2004
Ismerai,F,1992,2018,240,2008
Jahnya,F,1997,2021,240,2008
Janaia,F,1973,2019,240,2002
Kailynne,F,1997,2021,240,2011
Katerra,F,1982,2005,240,1998
Kevyn,F,1948,2014,240,1995
Lakedra,F,1975,2000,240,1989
Leightyn,F,2009,2022,240,2020
Loletha,F,1948,1982,240,1960
Lucyle,F,1900,1928,240,1916
Lundon,F,1988,2017,240,2011
Makynzi,F,2003,2021,240,2014
Meagon,F,1975,1999,240,1985
Novalyn,F,2013,2022,240,2021
Pierrette,F,1927,1979,240,1955
Rakayla,F,1997,2015,240,2005
Renleigh,F,2014,2022,240,2022
Samuella,F,1916,2022,240,1930
Shannin,F,1968,2001,240,1970
Sireen,F,1996,2022,240,2013
Velicia,F,1960,1999,240,1971
Yarelli,F,1995,2022,240,2009
Yolunda,F,1957,1986,240,1972
Yuvonne,F,1923,1981,240,1946
Abri,F,2000,2022,239,2014
Afrika,F,1970,2005,239,1974
Amayiah,F,2003,2022,239,2016
Aneli,F,1996,2022,239,2010
Arilynn,F,2003,2022,239,2014
Armilda,F,1889,1955,239,1925
Ashleynicole,F,1987,2010,239,1998
Asyah,F,1992,2022,239,2017
Auda,F,1887,1943,239,1916
Bennetta,F,1912,1977,239,1953
Bethanny,F,1982,2018,239,2011
Courtland,F,1982,2022,239,1997
Demika,F,1971,2001,239,1975
Desa,F,1952,2002,239,1978
Dorthie,F,1915,1951,239,1928
Ezlynn,F,2014,2022,239,2021
Geonna,F,1993,2022,239,2012
Gerardo,F,1969,2003,239,1991
Jonesha,F,1987,2006,239,1995
Kalaysia,F,2000,2022,239,2014
Ladasia,F,1991,2012,239,1999
Maigan,F,1977,2005,239,1990
Mckenize,F,1995,2022,239,1999
Raeana,F,1986,2020,239,2008
Sameria,F,1979,2018,239,2007
Saniyyah,F,1977,2019,239,2005
Serenidy,F,2001,2021,239,2007
Stephana,F,1909,2006,239,1915
Syann,F,1998,2017,239,1998
Taliana,F,1996,2022,239,2008
Terissa,F,1947,2011,239,1993
Tria,F,1954,1999,239,1996
Vanissa,F,1955,2003,239,1971
Zanyia,F,2003,2021,239,2010
Ahaana,F,2010,2022,238,2019
Alizeh,F,1999,2022,238,2019
Anniya,F,2000,2020,238,2003
Avalene,F,1916,2022,238,2016
Charo,F,1966,1981,238,1976
Chelcee,F,1985,2009,238,1992
Dalaina,F,1968,2017,238,2008
Deysy,F,1988,2016,238,2004
Emrys,F,2010,2022,238,2021
Enda,F,1904,1973,238,1922
Fleur,F,1926,2022,238,2021
Henslee,F,2011,2022,238,2022
Inas,F,1914,2018,238,1926
Jazzalyn,F,1989,2018,238,2011
Joelynn,F,1961,2021,238,2009
Jurnie,F,1998,2022,238,2013
Kalana,F,1978,2022,238,2020
Kanna,F,1991,2022,238,2019
Katalia,F,2012,2022,238,2014
Kathelyn,F,1983,2014,238,1990
Kilani,F,1988,2022,238,2019
Lashonta,F,1971,2002,238,1978
Mayetta,F,1909,1960,238,1918
Min,F,1953,2016,238,1993
Okla,F,1895,1930,238,1922
Orvilla,F,1905,1958,238,1917
Raynetta,F,1946,1990,238,1951
Roann,F,1930,1975,238,1959
Roxine,F,1917,1983,238,1957
Saleah,F,1999,2022,238,2013
Samyuktha,F,2000,2022,238,2019
Sanii,F,2003,2021,238,2009
Shantele,F,1968,1999,238,1989
Shaquitta,F,1975,1996,238,1993
Shereese,F,1963,2003,238,1984
Trenae,F,1970,2017,238,1993
Vesna,F,1963,2022,238,1980
Yarelly,F,1995,2020,238,2012
Yeva,F,2004,2022,238,2020
Zainah,F,1998,2022,238,2018
Zellie,F,1897,2022,238,2021
Aaisha,F,1981,2022,237,2021
Akiera,F,1983,2021,237,2008
Athaliah,F,1999,2022,237,2019
Azelie,F,1884,2022,237,2022
Bellamarie,F,2005,2022,237,2012
Bryant,F,1962,2020,237,1988
Charlane,F,1932,1972,237,1947
Comfort,F,1974,2022,237,2004
Delsa,F,1917,2022,237,1917
Demisha,F,1974,2001,237,1997
Doraine,F,1920,1968,237,1963
Elice,F,1918,2014,237,1954
Emrey,F,2003,2022,237,2015
Giavonni,F,1989,2022,237,2020
Hanalei,F,2000,2022,237,2019
Jalexis,F,1990,2020,237,1996
Jannessa,F,1984,2022,237,2009
Jianni,F,1992,2022,237,2021
Kegan,F,1982,2017,237,1992
Kristain,F,1973,2002,237,1992
Leoni,F,2000,2022,237,2021
Lusia,F,1916,2017,237,1999
Luvinia,F,1893,1986,237,1900
Marae,F,1970,2022,237,2005
Minnah,F,2000,2021,237,2016
Naba,F,1998,2022,237,2012
Nirvi,F,2012,2022,237,2022
Oanh,F,1977,2002,237,1981
Ramah,F,1911,2010,237,1941
Shaaron,F,1938,1970,237,1943
Sherrelle,F,1965,1994,237,1988
Shondell,F,1968,1993,237,1973
Tarisha,F,1971,1996,237,1986
Tonantzin,F,1978,2022,237,2011
Zarahi,F,1995,2022,237,2022
Aftyn,F,1987,2022,236,2010
Ahmiyah,F,1999,2022,236,2010
Alahia,F,2015,2022,236,2022
Aynslee,F,2001,2021,236,2012
Brooklinn,F,1999,2021,236,2007
Camerin,F,1983,2011,236,1998
Caramia,F,1966,2022,236,2006
Chelci,F,1983,2008,236,1992
Cresta,F,1970,1987,236,1975
Dilia,F,1916,2022,236,2005
Halea,F,1989,2010,236,1993
Happy,F,1919,2022,236,1975
Itzamara,F,1993,2022,236,2017
Izadora,F,2000,2022,236,2019
Jameia,F,1987,2020,236,2007
Jassica,F,1976,2010,236,1982
Jesselle,F,1988,2021,236,2007
Joanmarie,F,1931,1992,236,1962
Kaizlee,F,2009,2022,236,2018
Kanaya,F,1997,2021,236,2005
Kylinn,F,2005,2022,236,2014
Laasia,F,1989,2014,236,1998
Laurey,F,1947,1988,236,1955
Loucinda,F,1914,1988,236,1968
Madisun,F,1996,2019,236,2001
Marialena,F,1959,2019,236,1997
Marjan,F,1949,2022,236,2022
Mirtie,F,1881,1942,236,1924
Nickol,F,1969,2013,236,1972
Noam,F,1989,2021,236,2007
Oluwakemi,F,1981,2022,236,2000
Rami,F,1963,2022,236,1979
Reneisha,F,1981,1999,236,1992
Rheda,F,1915,1963,236,1947
Sehaj,F,2004,2022,236,2017
Shawan,F,1965,1990,236,1972
Sidni,F,1949,2013,236,1995
Tambria,F,1957,2003,236,1958
Teka,F,1964,1994,236,1981
Tita,F,1916,2004,236,1975
Torry,F,1959,2004,236,1977
Tyshae,F,1987,2017,236,1998
Zalika,F,1975,2019,236,1992
Adri,F,1981,2022,235,2010
Amiaya,F,1999,2020,235,2006
Angelmarie,F,1981,2018,235,2003
Aquarius,F,1970,2010,235,1993
Arnie,F,1889,1959,235,1918
Azaylia,F,2006,2022,235,2022
Breigh,F,1973,2022,235,2007
Bryttany,F,1985,2005,235,1994
Charolett,F,1927,1977,235,1958
Cobi,F,1968,2022,235,2021
Crystalynn,F,1971,2015,235,1985
Deborra,F,1947,1964,235,1953
Deshana,F,1972,2006,235,1988
Eilidh,F,1999,2022,235,2019
Ellarae,F,2003,2022,235,2017
Gabrelle,F,1987,2012,235,1998
Haroldine,F,1916,1950,235,1929
Inza,F,1896,2020,235,1921
Jaisha,F,1989,2012,235,2002
Janayla,F,1998,2022,235,2009
Jasira,F,1997,2022,235,2009
Jniya,F,1999,2015,235,2005
Joss,F,2005,2022,235,2015
Jyoti,F,1968,2019,235,1991
Kemper,F,1999,2022,235,2014
Kimoni,F,1997,2022,235,2009
Laterrica,F,1978,2003,235,1993
Lauraann,F,1960,2003,235,1968
Lucill,F,1902,1940,235,1920
Lynnleigh,F,2008,2022,235,2018
Maecy,F,1993,2020,235,2011
Maleeka,F,1977,2022,235,1995
Maniah,F,1999,2020,235,2008
Meeghan,F,1969,2008,235,1979
Nikeisha,F,1973,2001,235,1979
Paw,F,2008,2022,235,2016
Porfiria,F,1917,1982,235,1921
Sarabi,F,1995,2022,235,2022
Sefora,F,1990,2022,235,2021
Stefanny,F,1989,2022,235,2002
Suhaila,F,1982,2022,235,2022
Tanaisha,F,1974,2008,235,1993
Thara,F,1972,2022,235,2022
Tiphany,F,1968,2001,235,1993
Tylin,F,1993,2022,235,2000
Vasilisa,F,2006,2022,235,2016
Zayley,F,2006,2022,235,2017
Akhila,F,1989,2022,234,2004
Alfa,F,1893,2012,234,1922
Aliyyah,F,1987,2020,234,1997
Almina,F,1883,2022,234,2013
Ayrabella,F,2008,2022,234,2012
Braniya,F,2000,2017,234,2008
Cuca,F,1912,1948,234,1925
Dannell,F,1955,1990,234,1973
Danyka,F,1993,2020,234,2008
Davene,F,1938,1980,234,1961
Diala,F,1993,2022,234,2019
Diego,F,1987,2019,234,2007
Dionisia,F,1916,2012,234,1979
Dyna,F,1945,2020,234,1967
Elvin,F,1911,1972,234,1917
Fathima,F,1989,2019,234,2006
Jahara,F,1988,2021,234,2018
Jamayah,F,1996,2021,234,2008
Jelina,F,1988,2022,234,2009
Jency,F,1909,2021,234,1988
Jennfier,F,1969,1992,234,1980
Keni,F,1956,2022,234,1992
Khamila,F,2008,2022,234,2020
Larna,F,1917,1978,234,1957
Malajah,F,1998,2021,234,2012
Maleea,F,1993,2021,234,2009
Nakyia,F,1985,2019,234,2004
Neko,F,1968,2021,234,2009
Ruthell,F,1916,1959,234,1938
Scottlynn,F,2001,2022,234,2021
Shakisha,F,1973,2001,234,1978
Shalamar,F,1966,2006,234,1980
Shaynna,F,1977,2009,234,1992
Sukhmani,F,1991,2022,234,2011
Tiannah,F,1993,2019,234,2007
Tulip,F,2006,2022,234,2018
Vermelle,F,1912,1962,234,1925
Zanai,F,2003,2022,234,2013
Ader,F,1889,1935,233,1900
Agnieszka,F,1979,2020,233,1990
Ahlana,F,1995,2022,233,2007
Airelle,F,1989,2015,233,1989
Aliayah,F,1994,2022,233,2006
Angelyne,F,1917,2022,233,2007
Atiyah,F,1980,2022,233,2009
Bowen,F,2004,2022,233,2021
Brad,F,1955,1987,233,1979
Brylea,F,1998,2021,233,2010
Chanika,F,1974,1996,233,1980
Delania,F,1959,2016,233,1970
Deshayla,F,1984,2017,233,2001
Desmond,F,1975,2013,233,1997
Donyae,F,1990,2020,233,2002
Hasna,F,1992,2022,233,2021
Isobella,F,1996,2022,233,2009
Issabelle,F,1999,2022,233,2006
Kaina,F,1981,2022,233,1996
Karem,F,1973,2010,233,1993
Kasyn,F,2004,2022,233,2018
Keylen,F,2002,2022,233,2013
Koleen,F,1949,1991,233,1959
Lorian,F,1958,2013,233,1963
Lynnmarie,F,1947,2015,233,1964
Macarena,F,1971,2022,233,2021
Magenta,F,1980,2022,233,1998
Marcha,F,1940,1989,233,1953
Margarie,F,1911,1950,233,1930
Markeita,F,1970,2000,233,1993
Mileigh,F,2006,2022,233,2008
Myelle,F,1998,2022,233,2011
Nykole,F,1973,2019,233,1993
Olivianna,F,2007,2022,233,2019
Qamar,F,2005,2022,233,2020
Rosalena,F,1934,2022,233,2020
Seher,F,1989,2022,233,2020
Serrina,F,1968,2010,233,2000
Shandreka,F,1973,1997,233,1990
Shavonte,F,1985,2001,233,1993
Suriya,F,1994,2022,233,2008
Tahja,F,1990,2014,233,1999
Tamina,F,1968,2020,233,2011
Tishana,F,1971,2007,233,1990
Veneda,F,1914,1966,233,1930
Aadhira,F,2012,2022,232,2021
Aalani,F,2004,2022,232,2022
Aithana,F,2015,2022,232,2022
Ajani,F,1979,2022,232,2020
Almena,F,1895,1962,232,1923
Alysandra,F,1995,2018,232,2012
Ariyanah,F,2003,2022,232,2015
Aurorah,F,2006,2022,232,2017
Bernardette,F,1935,1995,232,1964
Bret,F,1968,2011,232,1994
Camyla,F,2004,2022,232,2021
Carollynn,F,1940,2016,232,1962
Cobie,F,1972,2022,232,2015
Daniesha,F,1982,2003,232,1992
Darinda,F,1945,1979,232,1962
Emalia,F,1984,2022,232,2018
Esmay,F,2009,2022,232,2020
Gorgeous,F,2001,2022,232,2019
Hermila,F,1921,2015,232,1944
Jayln,F,1993,2017,232,2007
Kamile,F,1988,2022,232,2010
Keslie,F,1978,2021,232,1991
Khaya,F,1993,2022,232,2014
Kimble,F,1955,2018,232,1965
Laylee,F,2005,2022,232,2011
Nathalya,F,1998,2022,232,2010
Oris,F,1911,1964,232,1927
Paije,F,1991,2022,232,1995
Sakiya,F,1991,2021,232,2007
Schylar,F,1991,2016,232,1996
Shealee,F,1988,2017,232,2007
Shyasia,F,1989,2015,232,1997
Swathi,F,1980,2017,232,1999
Temiloluwa,F,1997,2022,232,2015
Tyia,F,1967,2007,232,1997
Verlia,F,1914,1952,232,1932
Airyana,F,1999,2018,231,2007
Allaina,F,1987,2019,231,2015
Annastyn,F,2005,2022,231,2015
Bani,F,1991,2022,231,2017
Barbarajean,F,1934,1992,231,1943
Blaize,F,1988,2022,231,2020
Casia,F,1982,2021,231,2008
Chaela,F,1985,2016,231,2003
Chai,F,1977,2022,231,2020
Chaitra,F,1977,2022,231,2018
Cheril,F,1944,1974,231,1959
Christon,F,1974,1999,231,1981
Cloee,F,2000,2019,231,2006
Debbora,F,1947,1968,231,1955
Deshaun,F,1967,1998,231,1979
Devonda,F,1950,1992,231,1977
Deziah,F,1997,2022,231,2009
Evvie,F,1892,2022,231,2018
Genella,F,1908,1981,231,1925
Grissel,F,1970,2016,231,1984
Haeli,F,1987,2015,231,2002
Jaanvi,F,2003,2022,231,2022
Jamilee,F,1977,2012,231,1985
Javona,F,1976,2007,231,1994
Jurney,F,1999,2022,231,2011
Keniah,F,2000,2022,231,2006
Kmya,F,1999,2022,231,2009
Koraima,F,1993,2013,231,1993
Kyeisha,F,1978,2004,231,1995
Lai,F,1953,2015,231,1992
Libbi,F,1947,2022,231,2005
Lilja,F,1998,2022,231,2018
Maddux,F,1997,2022,231,2017
Makyiah,F,2001,2022,231,2006
Mindel,F,1960,2022,231,2022
Molley,F,1918,2012,231,1993
Momina,F,1997,2022,231,2020
Omara,F,1977,2022,231,2022
Omelia,F,1912,2022,231,1923
Quinlee,F,2010,2022,231,2022
Rashae,F,1982,2012,231,1990
Ravan,F,1977,2005,231,1994
Rogena,F,1945,1975,231,1960
Sharah,F,1972,2000,231,1988
Sherea,F,1956,1993,231,1982
Shirely,F,1926,1969,231,1936
Teniya,F,1981,2022,231,2001
Thresia,F,1894,1991,231,1955
Varonica,F,1957,2011,231,1983
Vernadine,F,1916,1967,231,1958
Wandalee,F,1919,1979,231,1923
Ziyonna,F,2004,2022,231,2012
Adenike,F,1972,2022,230,1992
Allessandra,F,1987,2014,230,2011
Anayiah,F,2003,2022,230,2009
Annise,F,1920,2000,230,1969
Ashonti,F,1992,2020,230,2002
Aubreana,F,1992,2019,230,2012
Autry,F,1915,2021,230,2015
Beretta,F,1960,2022,230,2020
Braeden,F,1988,2009,230,2004
Breelle,F,1999,2022,230,2013
Carrera,F,1981,2021,230,2006
Caryle,F,1929,1965,230,1946
Catalia,F,2012,2022,230,2012
Ceclia,F,1908,2006,230,1964
Cherity,F,1970,2013,230,1972
Chloris,F,1897,1969,230,1923
Chrisie,F,1958,1986,230,1978
Dimond,F,1990,2011,230,2001
Franci,F,1947,2002,230,1966
Hasset,F,2006,2022,230,2019
Ileane,F,1920,1964,230,1927
Jahliyah,F,1998,2022,230,2017
Jaycelyn,F,1978,2019,230,2016
Kaede,F,1997,2021,230,2014
Kathalene,F,1914,1979,230,1954
Keaundra,F,1981,2008,230,1998
Kennethia,F,1970,2001,230,1981
Kior,F,2017,2022,230,2022
Laelani,F,2003,2022,230,2022
Lavanya,F,1994,2019,230,2007
Lucindy,F,1882,1973,230,1964
Mckala,F,1993,2010,230,1997
Mieka,F,1972,2019,230,1974
Modestine,F,1918,1962,230,1954
Mylei,F,2001,2022,230,2008
Noela,F,1920,2022,230,2002
